,PRODUCT,NOART,QTY,ENROUTE,MODE,AV3MT01,AV6MT01,POSPRO,Month,Sale,filename,LABO,Frequency,Product Type,Comments
1730,ALPHAGAN PURITE EYE DROPS 5ML,91406,2710,0,7,159,137,0,2016-12-01 00:00:00,132,2017-06-27 00:00:00,52873,37,Glaucoma,Available
1731,ALPHAGAN PURITE EYE DROPS 5ML,91406,2371,0,7,246,176,0,2017-01-01 00:00:00,166,2017-07-27 00:00:00,52873,37,Glaucoma,Available
1732,ALPHAGAN PURITE EYE DROPS 5ML,91406,1781,0,7,320,191,0,2017-02-01 00:00:00,44,2017-08-24 00:00:00,52873,37,Glaucoma,Available
1733,ALPHAGAN PURITE EYE DROPS 5ML,91406,1737,600,7,329,244,0,2017-03-01 00:00:00,105,2017-09-25 00:00:00,52873,37,Glaucoma,Available
1734,ALPHAGAN PURITE EYE DROPS 5ML,91406,1731,0,7,360,303,0,2017-04-01 00:00:00,39,2017-10-30 00:00:00,52873,37,Glaucoma,Available
1735,ALPHAGAN PURITE EYE DROPS 5ML,91406,1281,0,7,458,389,0,2017-05-01 00:00:00,334,2017-11-27 00:00:00,52873,37,Glaucoma,Available
1736,ALPHAGAN PURITE EYE DROPS 5ML,91406,897,1000,7,390,359,0,2017-06-01 00:00:00,366,2017-12-27 00:00:00,52873,37,Glaucoma,Available
1737,ALPHAGAN PURITE EYE DROPS 5ML,91406,1933,0,7,364,362,0,2017-07-01 00:00:00,260,2018-01-29 00:00:00,52873,37,Glaucoma,Available
1738,ALPHAGAN PURITE EYE DROPS 5ML,91406,1799,0,7,199,328,0,2017-08-01 00:00:00,361,2018-02-27 00:00:00,52873,37,Glaucoma,Available
1739,ALPHAGAN PURITE EYE DROPS 5ML,91406,1747,0,7,364,406,0,2017-09-01 00:00:00,460,2018-03-27 00:00:00,52873,37,Glaucoma,Available
1740,ALPHAGAN PURITE EYE DROPS 5ML,91406,1176,0,7,81,223,0,2017-10-01 00:00:00,552,2018-04-23 00:00:00,52873,37,Glaucoma,Available
1741,ALPHAGAN PURITE EYE DROPS 5ML,91406,812,576,7,256,228,0,2017-11-01 00:00:00,159,2018-05-24 00:00:00,52873,37,Glaucoma,Available
1742,ALPHAGAN PURITE EYE DROPS 5ML,91406,1216,1008,7,352,271,0,2018-06-01 00:00:00,174,2018-06-25 00:00:00,52873,37,Glaucoma,Available
1743,ALPHAGAN PURITE EYE DROPS 5ML,91406,1216,1008,7,352,271,0,2018-05-01 00:00:00,419,2018-06-25 00:00:00,52873,37,Glaucoma,Available
1744,ALPHAGAN PURITE EYE DROPS 5ML,91406,1216,1008,7,352,271,0,2018-04-01 00:00:00,581,2018-06-25 00:00:00,52873,37,Glaucoma,Available
1745,ALPHAGAN PURITE EYE DROPS 5ML,91406,1216,1008,7,352,271,0,2018-03-01 00:00:00,55,2018-06-25 00:00:00,52873,37,Glaucoma,Available
1746,ALPHAGAN PURITE EYE DROPS 5ML,91406,1216,1008,7,352,271,0,2018-02-01 00:00:00,132,2018-06-25 00:00:00,52873,37,Glaucoma,Available
1747,ALPHAGAN PURITE EYE DROPS 5ML,91406,1216,1008,7,352,271,0,2018-01-01 00:00:00,56,2018-06-25 00:00:00,52873,37,Glaucoma,Available
1748,ALPHAGAN PURITE EYE DROPS 5ML,91406,1216,1008,7,352,271,0,2017-12-01 00:00:00,382,2018-06-25 00:00:00,52873,37,Glaucoma,Available
1749,AMARYL M IR 2MG/500MG 30'S,62750,792,200,2,178,181,0,2016-01-01 00:00:00,334,2016-07-26 00:00:00,241575,41,Anti-diabetic,Available
1750,AMARYL M IR 2MG/500MG 30'S,62750,542,300,2,210,164,0,2016-02-01 00:00:00,215,2016-08-29 00:00:00,241575,41,Anti-diabetic,Available
1751,AMARYL M IR 2MG/500MG 30'S,62750,506,500,2,210,163,0,2016-04-01 00:00:00,139,2016-09-27 00:00:00,241575,41,Anti-diabetic,Available
1752,AMARYL M IR 2MG/500MG 30'S,62750,506,500,2,210,163,0,2016-03-01 00:00:00,0,2016-09-27 00:00:00,241575,41,Anti-diabetic,Available
1753,AMARYL M IR 2MG/500MG 30'S,62750,521,700,2,229,219,0,2016-05-01 00:00:00,208,2016-11-29 00:00:00,241575,41,Anti-diabetic,Available
1754,AMARYL M IR 2MG/500MG 30'S,62750,260,900,2,242,226,0,2016-06-01 00:00:00,187,2016-12-28 00:00:00,241575,41,Anti-diabetic,Available
1755,AMARYL M IR 2MG/500MG 30'S,62750,405,130,2,212,236,0,2015-12-01 00:00:00,320,2016-12-29 00:00:00,241575,41,Anti-diabetic,Available
1756,AMARYL M IR 2MG/500MG 30'S,62750,405,130,2,212,236,0,2015-11-01 00:00:00,199,2016-12-29 00:00:00,241575,41,Anti-diabetic,Available
1757,AMARYL M IR 2MG/500MG 30'S,62750,405,130,2,212,236,0,2015-10-01 00:00:00,195,2016-12-29 00:00:00,241575,41,Anti-diabetic,Available
1758,AMARYL M IR 2MG/500MG 30'S,62750,405,130,2,212,236,0,2015-09-01 00:00:00,243,2016-12-29 00:00:00,241575,41,Anti-diabetic,Available
1759,AMARYL M IR 2MG/500MG 30'S,62750,405,130,2,212,236,0,2015-08-01 00:00:00,217,2016-12-29 00:00:00,241575,41,Anti-diabetic,Available
1760,AMARYL M IR 2MG/500MG 30'S,62750,405,130,2,212,236,0,2015-07-01 00:00:00,166,2016-12-29 00:00:00,241575,41,Anti-diabetic,Available
1761,AMARYL M IR 2MG/500MG 30'S,62750,405,130,2,212,236,0,2015-06-01 00:00:00,397,2016-12-29 00:00:00,241575,41,Anti-diabetic,Available
1762,AMARYL M IR 2MG/500MG 30'S,62750,691,600,2,242,225,0,2016-07-01 00:00:00,235,2017-01-30 00:00:00,241575,41,Anti-diabetic,Available
1763,AMARYL M IR 2MG/500MG 30'S,62750,988,300,2,254,242,0,2016-09-01 00:00:00,265,2017-02-27 00:00:00,241575,41,Anti-diabetic,Available
1764,AMARYL M IR 2MG/500MG 30'S,62750,988,300,2,254,242,0,2016-08-01 00:00:00,207,2017-02-27 00:00:00,241575,41,Anti-diabetic,Available
1765,AMARYL M IR 2MG/500MG 30'S,62750,687,500,2,283.666666666667,263,0,2016-10-01 00:00:00,214,2017-03-28 00:00:00,241575,41,Anti-diabetic,Available
1766,AMARYL M IR 2MG/500MG 30'S,62750,672,1000,2,324,289,0,2017-05-01 00:00:00,150,2017-05-31 00:00:00,241575,41,Anti-diabetic,Available
1767,AMARYL M IR 2MG/500MG 30'S,62750,672,1000,2,324,289,0,2017-04-01 00:00:00,370,2017-05-31 00:00:00,241575,41,Anti-diabetic,Available
1768,AMARYL M IR 2MG/500MG 30'S,62750,672,1000,2,324,289,0,2017-03-01 00:00:00,298,2017-05-31 00:00:00,241575,41,Anti-diabetic,Available
1769,AMARYL M IR 2MG/500MG 30'S,62750,672,1000,2,324,289,0,2017-02-01 00:00:00,303,2017-05-31 00:00:00,241575,41,Anti-diabetic,Available
1770,AMARYL M IR 2MG/500MG 30'S,62750,672,1000,2,324,289,0,2017-01-01 00:00:00,250,2017-05-31 00:00:00,241575,41,Anti-diabetic,Available
1771,AMARYL M IR 2MG/500MG 30'S,62750,672,1000,2,324,289,0,2016-12-01 00:00:00,265,2017-05-31 00:00:00,241575,41,Anti-diabetic,Available
1772,AMARYL M IR 2MG/500MG 30'S,62750,672,1000,2,324,289,0,2016-11-01 00:00:00,248,2017-05-31 00:00:00,241575,41,Anti-diabetic,Available
1773,AMARYL M IR 2MG/500MG 30'S,62750,1194,400,2,0,0,2,2016-12-01 00:00:00,0,2017-06-27 00:00:00,241575,41,Anti-diabetic,Available
1774,AMARYL M IR 2MG/500MG 30'S,62750,1078,200,2,14,7,2,2017-01-01 00:00:00,0,2017-07-27 00:00:00,241575,41,Anti-diabetic,Available
1775,AMARYL M IR 2MG/500MG 30'S,62750,0,0,2,124,62,2,2017-02-01 00:00:00,0,2017-08-24 00:00:00,241575,41,Anti-diabetic,Available
1776,AMARYL M IR 2MG/500MG 30'S,62750,0,0,2,156,78,2,2017-05-01 00:00:00,0,2017-09-25 00:00:00,241575,41,Anti-diabetic,Available
1777,AMARYL M IR 2MG/500MG 30'S,62750,0,0,2,156,78,2,2017-04-01 00:00:00,0,2017-09-25 00:00:00,241575,41,Anti-diabetic,Available
1778,AMARYL M IR 2MG/500MG 30'S,62750,0,0,2,156,78,2,2017-03-01 00:00:00,0,2017-09-25 00:00:00,241575,41,Anti-diabetic,Available
1779,AMARYL M IR 2MG/500MG 30'S,62750,0,0,2,0,87,2,2017-06-01 00:00:00,43,2017-12-27 00:00:00,241575,41,Anti-diabetic,Available
1780,AMARYL M IR 2MG/500MG 30'S,62750,0,0,2,0,71,2,2017-09-01 00:00:00,0,2018-01-29 00:00:00,241575,41,Anti-diabetic,Available
1781,AMARYL M IR 2MG/500MG 30'S,62750,0,0,2,0,71,2,2017-08-01 00:00:00,96,2018-01-29 00:00:00,241575,41,Anti-diabetic,Available
1782,AMARYL M IR 2MG/500MG 30'S,62750,0,0,2,0,71,2,2017-07-01 00:00:00,330,2018-01-29 00:00:00,241575,41,Anti-diabetic,Available
1783,AMARYL M IR 2MG/500MG 30'S,62750,0,0,2,0,0,2,2018-04-01 00:00:00,0,2018-04-23 00:00:00,241575,41,Anti-diabetic,Available
1784,AMARYL M IR 2MG/500MG 30'S,62750,0,0,2,0,0,2,2018-03-01 00:00:00,0,2018-04-23 00:00:00,241575,41,Anti-diabetic,Available
1785,AMARYL M IR 2MG/500MG 30'S,62750,0,0,2,0,0,2,2018-02-01 00:00:00,0,2018-04-23 00:00:00,241575,41,Anti-diabetic,Available
1786,AMARYL M IR 2MG/500MG 30'S,62750,0,0,2,0,0,2,2018-01-01 00:00:00,0,2018-04-23 00:00:00,241575,41,Anti-diabetic,Available
1787,AMARYL M IR 2MG/500MG 30'S,62750,0,0,2,0,0,2,2017-12-01 00:00:00,0,2018-04-23 00:00:00,241575,41,Anti-diabetic,Available
1788,AMARYL M IR 2MG/500MG 30'S,62750,0,0,2,0,0,2,2017-11-01 00:00:00,0,2018-04-23 00:00:00,241575,41,Anti-diabetic,Available
1789,AMARYL M IR 2MG/500MG 30'S,62750,0,0,2,0,0,2,2017-10-01 00:00:00,0,2018-04-23 00:00:00,241575,41,Anti-diabetic,Available
1790,AMARYL TABS 2MG 30'S,102481,1564,480,7,120,253,0,2016-01-01 00:00:00,340,2016-07-26 00:00:00,83174,44,Anti-diabetic,Available
1791,AMARYL TABS 2MG 30'S,102481,1264,720,7,213,264,0,2016-02-01 00:00:00,407,2016-08-29 00:00:00,83174,44,Anti-diabetic,Available
1792,AMARYL TABS 2MG 30'S,102481,605,240,7,310,245,0,2016-04-01 00:00:00,124,2016-09-27 00:00:00,83174,44,Anti-diabetic,Available
1793,AMARYL TABS 2MG 30'S,102481,605,240,7,310,245,0,2016-03-01 00:00:00,412,2016-09-27 00:00:00,83174,44,Anti-diabetic,Available
1794,AMARYL TABS 2MG 30'S,102481,331,2640,7,384,299,0,2016-05-01 00:00:00,0,2016-11-29 00:00:00,83174,44,Anti-diabetic,Available
1795,AMARYL TABS 2MG 30'S,102481,25,2640,7,381,346,0,2016-06-01 00:00:00,235,2016-12-28 00:00:00,83174,44,Anti-diabetic,Available
1796,AMARYL TABS 2MG 30'S,102481,806,480,7,224,303,0,2015-12-01 00:00:00,238,2016-12-29 00:00:00,83174,44,Anti-diabetic,Available
1797,AMARYL TABS 2MG 30'S,102481,806,480,7,224,303,0,2015-11-01 00:00:00,431,2016-12-29 00:00:00,83174,44,Anti-diabetic,Available
1798,AMARYL TABS 2MG 30'S,102481,806,480,7,224,303,0,2015-10-01 00:00:00,183,2016-12-29 00:00:00,83174,44,Anti-diabetic,Available
1799,AMARYL TABS 2MG 30'S,102481,806,480,7,224,303,0,2015-09-01 00:00:00,57,2016-12-29 00:00:00,83174,44,Anti-diabetic,Available
1800,AMARYL TABS 2MG 30'S,102481,806,480,7,224,303,0,2015-08-01 00:00:00,652,2016-12-29 00:00:00,83174,44,Anti-diabetic,Available
1801,AMARYL TABS 2MG 30'S,102481,806,480,7,224,303,0,2015-07-01 00:00:00,478,2016-12-29 00:00:00,83174,44,Anti-diabetic,Available
1802,AMARYL TABS 2MG 30'S,102481,806,480,7,224,303,0,2015-06-01 00:00:00,14,2016-12-29 00:00:00,83174,44,Anti-diabetic,Available
1803,AMARYL TABS 2MG 30'S,102481,0,2640,7,275,255,0,2016-07-01 00:00:00,405,2017-01-30 00:00:00,83174,44,Anti-diabetic,Available
1804,AMARYL TABS 2MG 30'S,102481,1445,960,7,202,293,0,2016-09-01 00:00:00,638,2017-02-27 00:00:00,83174,44,Anti-diabetic,Available
1805,AMARYL TABS 2MG 30'S,102481,1445,960,7,202,293,0,2016-08-01 00:00:00,291,2017-02-27 00:00:00,83174,44,Anti-diabetic,Available
1806,AMARYL TABS 2MG 30'S,102481,1779,0,7,166.333333333333,221,0,2016-10-01 00:00:00,223,2017-03-28 00:00:00,83174,44,Anti-diabetic,Available
1807,AMARYL TABS 2MG 30'S,102481,1248,0,7,273,237,0,2016-11-01 00:00:00,282,2017-05-31 00:00:00,83174,44,Anti-diabetic,Available
1808,AMARYL TABS 2MG 30'S,102481,952,480,7,275,233,0,2016-12-01 00:00:00,319,2017-06-27 00:00:00,83174,44,Anti-diabetic,Available
1809,AMARYL TABS 2MG 30'S,102481,429,480,7,295,231,0,2017-01-01 00:00:00,4,2017-07-27 00:00:00,83174,44,Anti-diabetic,Available
1810,AMARYL TABS 2MG 30'S,102481,129,960,7,365,319,0,2017-02-01 00:00:00,251,2017-08-24 00:00:00,83174,44,Anti-diabetic,Available
1811,AMARYL TABS 2MG 30'S,102481,145,1680,7,390,332,0,2017-03-01 00:00:00,244,2017-09-25 00:00:00,83174,44,Anti-diabetic,Available
1812,AMARYL TABS 2MG 30'S,102481,420,1200,7,432,364,0,2017-04-01 00:00:00,324,2017-10-30 00:00:00,83174,44,Anti-diabetic,Available
1813,AMARYL TABS 2MG 30'S,102481,179,1200,7,309,337,0,2017-05-01 00:00:00,256,2017-11-27 00:00:00,83174,44,Anti-diabetic,Available
1814,AMARYL TABS 2MG 30'S,102481,762,0,7,283,340,0,2017-06-01 00:00:00,304,2017-12-27 00:00:00,83174,44,Anti-diabetic,Available
1815,AMARYL TABS 2MG 30'S,102481,140,0,7,339,386,0,2017-07-01 00:00:00,535,2018-01-29 00:00:00,83174,44,Anti-diabetic,Available
1816,AMARYL TABS 2MG 30'S,102481,0,1200,7,491,400,0,2017-08-01 00:00:00,330,2018-02-27 00:00:00,83174,44,Anti-diabetic,Available
1817,AMARYL TABS 2MG 30'S,102481,0,3120,7,339,238,0,2017-09-01 00:00:00,432,2018-03-27 00:00:00,83174,44,Anti-diabetic,Available
1818,AMARYL TABS 2MG 30'S,102481,0,3120,7,250,294,0,2017-11-01 00:00:00,251,2018-04-23 00:00:00,83174,44,Anti-diabetic,Available
1819,AMARYL TABS 2MG 30'S,102481,0,3120,7,250,294,0,2017-10-01 00:00:00,165,2018-04-23 00:00:00,83174,44,Anti-diabetic,Available
1820,AMARYL TABS 2MG 30'S,102481,0,3840,2,43,267,0,2018-05-01 00:00:00,1200,2018-05-24 00:00:00,83174,44,Anti-diabetic,Available
1821,AMARYL TABS 2MG 30'S,102481,0,3840,2,43,267,0,2018-04-01 00:00:00,0,2018-05-24 00:00:00,83174,44,Anti-diabetic,Available
1822,AMARYL TABS 2MG 30'S,102481,0,3840,2,43,267,0,2018-03-01 00:00:00,0,2018-05-24 00:00:00,83174,44,Anti-diabetic,Available
1823,AMARYL TABS 2MG 30'S,102481,0,3840,2,43,267,0,2018-02-01 00:00:00,128,2018-05-24 00:00:00,83174,44,Anti-diabetic,Available
1824,AMARYL TABS 2MG 30'S,102481,0,3840,2,43,267,0,2018-01-01 00:00:00,621,2018-05-24 00:00:00,83174,44,Anti-diabetic,Available
1825,AMARYL TABS 2MG 30'S,102481,0,3840,2,43,267,0,2017-12-01 00:00:00,600,2018-05-24 00:00:00,83174,44,Anti-diabetic,Available
1826,AMARYL TABS 2MG 30'S,102481,0,3840,2,43,267,0,2017-11-01 00:00:00,251,2018-05-24 00:00:00,83174,44,Anti-diabetic,Available
1827,AMARYL TABS 2MG 30'S,102481,0,4320,7,881,665,0,2018-06-01 00:00:00,477,2018-06-25 00:00:00,83174,44,Anti-diabetic,Available
1828,AMARYL TABS 2MG 30'S,102481,0,4320,7,881,665,0,2018-05-01 00:00:00,2643,2018-06-25 00:00:00,83174,44,Anti-diabetic,Available
1829,AMARYL TABS 2MG 30'S,102481,0,4320,7,881,665,0,2018-04-01 00:00:00,0,2018-06-25 00:00:00,83174,44,Anti-diabetic,Available
1830,AMARYL TABS 2MG 30'S,102481,0,4320,7,881,665,0,2018-03-01 00:00:00,0,2018-06-25 00:00:00,83174,44,Anti-diabetic,Available
1831,AMARYL TABS 2MG 30'S,102481,0,4320,7,881,665,0,2018-02-01 00:00:00,128,2018-06-25 00:00:00,83174,44,Anti-diabetic,Available
1832,AMARYL TABS 2MG 30'S,102481,0,4320,7,881,665,0,2018-01-01 00:00:00,621,2018-06-25 00:00:00,83174,44,Anti-diabetic,Available
1833,AMARYL TABS 2MG 30'S,102481,0,4320,7,881,665,0,2017-12-01 00:00:00,600,2018-06-25 00:00:00,83174,44,Anti-diabetic,Available
1834,AMLO DENK 10 5 BLIST X 10 TAB,71073,116,112,3,66,60,0,2016-01-01 00:00:00,64,2016-07-26 00:00:00,16761,37,Anti-hypertensive,Available
1835,AMLO DENK 10 5 BLIST X 10 TAB,71073,51,0,3,58,52,0,2016-02-01 00:00:00,51,2016-08-29 00:00:00,16761,37,Anti-hypertensive,Available
1836,AMLO DENK 10 5 BLIST X 10 TAB,71073,46,0,3,128,89,0,2016-04-01 00:00:00,40,2016-09-27 00:00:00,16761,37,Anti-hypertensive,Available
1837,AMLO DENK 10 5 BLIST X 10 TAB,71073,46,0,3,128,89,0,2016-03-01 00:00:00,47,2016-09-27 00:00:00,16761,37,Anti-hypertensive,Available
1838,AMLO DENK 10 5 BLIST X 10 TAB,71073,620,0,3,317,187,0,2016-05-01 00:00:00,63,2016-11-29 00:00:00,16761,37,Anti-hypertensive,Available
1839,AMLO DENK 10 5 BLIST X 10 TAB,71073,527,0,3,255,191,0,2016-06-01 00:00:00,96,2016-12-28 00:00:00,16761,37,Anti-hypertensive,Available
1840,AMLO DENK 10 5 BLIST X 10 TAB,71073,134,0,3,80,96,0,2015-12-01 00:00:00,19,2016-12-29 00:00:00,16761,37,Anti-hypertensive,Available
1841,AMLO DENK 10 5 BLIST X 10 TAB,71073,134,0,3,80,96,0,2015-11-01 00:00:00,46,2016-12-29 00:00:00,16761,37,Anti-hypertensive,Available
1842,AMLO DENK 10 5 BLIST X 10 TAB,71073,134,0,3,80,96,0,2015-10-01 00:00:00,66,2016-12-29 00:00:00,16761,37,Anti-hypertensive,Available
1843,AMLO DENK 10 5 BLIST X 10 TAB,71073,134,0,3,80,96,0,2015-09-01 00:00:00,129,2016-12-29 00:00:00,16761,37,Anti-hypertensive,Available
1844,AMLO DENK 10 5 BLIST X 10 TAB,71073,134,0,3,80,96,0,2015-08-01 00:00:00,122,2016-12-29 00:00:00,16761,37,Anti-hypertensive,Available
1845,AMLO DENK 10 5 BLIST X 10 TAB,71073,134,0,3,80,96,0,2015-07-01 00:00:00,76,2016-12-29 00:00:00,16761,37,Anti-hypertensive,Available
1846,AMLO DENK 10 5 BLIST X 10 TAB,71073,134,0,3,80,96,0,2015-06-01 00:00:00,138,2016-12-29 00:00:00,16761,37,Anti-hypertensive,Available
1847,AMLO DENK 10 5 BLIST X 10 TAB,71073,355,0,3,149,95,0,2016-07-01 00:00:00,14,2017-01-30 00:00:00,16761,37,Anti-hypertensive,Available
1848,AMLO DENK 10 5 BLIST X 10 TAB,71073,1005,0,3,210,263,0,2016-09-01 00:00:00,353,2017-02-27 00:00:00,16761,37,Anti-hypertensive,Available
1849,AMLO DENK 10 5 BLIST X 10 TAB,71073,1005,0,3,210,263,0,2016-08-01 00:00:00,273,2017-02-27 00:00:00,16761,37,Anti-hypertensive,Available
1850,AMLO DENK 10 5 BLIST X 10 TAB,71073,961,0,3,227.666666666667,188,0,2016-10-01 00:00:00,324,2017-03-28 00:00:00,16761,37,Anti-hypertensive,Available
1851,AMLO DENK 10 5 BLIST X 10 TAB,71073,803,0,3,96,153,0,2016-11-01 00:00:00,88,2017-05-31 00:00:00,16761,37,Anti-hypertensive,Available
1852,AMLO DENK 10 5 BLIST X 10 TAB,71073,674,0,3,71,149,0,2016-12-01 00:00:00,35,2017-06-27 00:00:00,16761,37,Anti-hypertensive,Available
1853,AMLO DENK 10 5 BLIST X 10 TAB,71073,616,0,3,97,162,0,2017-01-01 00:00:00,506,2017-07-27 00:00:00,16761,37,Anti-hypertensive,Available
1854,AMLO DENK 10 5 BLIST X 10 TAB,71073,312,0,3,90,93,0,2017-02-01 00:00:00,136,2017-08-24 00:00:00,16761,37,Anti-hypertensive,Available
1855,AMLO DENK 10 5 BLIST X 10 TAB,71073,614,0,3,309,190,0,2017-03-01 00:00:00,41,2017-09-25 00:00:00,16761,37,Anti-hypertensive,Available
1856,AMLO DENK 10 5 BLIST X 10 TAB,71073,497,0,3,281,189,0,2017-04-01 00:00:00,110,2017-10-30 00:00:00,16761,37,Anti-hypertensive,Available
1857,AMLO DENK 10 5 BLIST X 10 TAB,71073,444,0,3,293,191,0,2017-05-01 00:00:00,63,2017-11-27 00:00:00,16761,37,Anti-hypertensive,Available
1858,AMLO DENK 10 5 BLIST X 10 TAB,71073,452,0,3,76,293,0,2017-06-01 00:00:00,118,2017-12-27 00:00:00,16761,37,Anti-hypertensive,Available
1859,AMLO DENK 10 5 BLIST X 10 TAB,71073,1129,0,3,94,188,0,2017-07-01 00:00:00,88,2018-01-29 00:00:00,16761,37,Anti-hypertensive,Available
1860,AMLO DENK 10 5 BLIST X 10 TAB,71073,773,0,7,244,269,0,2017-08-01 00:00:00,720,2018-02-27 00:00:00,16761,37,Anti-hypertensive,Available
1861,AMLO DENK 10 5 BLIST X 10 TAB,71073,584,400,7,94,91,0,2017-09-01 00:00:00,35,2018-03-27 00:00:00,16761,37,Anti-hypertensive,Available
1862,AMLO DENK 10 5 BLIST X 10 TAB,71073,619,0,7,380,237,0,2017-10-01 00:00:00,123,2018-04-23 00:00:00,16761,37,Anti-hypertensive,Available
1863,AMLO DENK 10 5 BLIST X 10 TAB,71073,741,500,7,355,300,0,2017-11-01 00:00:00,70,2018-05-24 00:00:00,16761,37,Anti-hypertensive,Available
1864,AMLO DENK 10 5 BLIST X 10 TAB,71073,603,400,7,289,315,0,2018-06-01 00:00:00,100,2018-06-25 00:00:00,16761,37,Anti-hypertensive,Available
1865,AMLO DENK 10 5 BLIST X 10 TAB,71073,603,400,7,289,315,0,2018-05-01 00:00:00,158,2018-06-25 00:00:00,16761,37,Anti-hypertensive,Available
1866,AMLO DENK 10 5 BLIST X 10 TAB,71073,603,400,7,289,315,0,2018-04-01 00:00:00,500,2018-06-25 00:00:00,16761,37,Anti-hypertensive,Available
1867,AMLO DENK 10 5 BLIST X 10 TAB,71073,603,400,7,289,315,0,2018-03-01 00:00:00,210,2018-06-25 00:00:00,16761,37,Anti-hypertensive,Available
1868,AMLO DENK 10 5 BLIST X 10 TAB,71073,603,400,7,289,315,0,2018-02-01 00:00:00,356,2018-06-25 00:00:00,16761,37,Anti-hypertensive,Available
1869,AMLO DENK 10 5 BLIST X 10 TAB,71073,603,400,7,289,315,0,2018-01-01 00:00:00,574,2018-06-25 00:00:00,16761,37,Anti-hypertensive,Available
1870,AMLO DENK 10 5 BLIST X 10 TAB,71073,603,400,7,289,315,0,2017-12-01 00:00:00,89,2018-06-25 00:00:00,16761,37,Anti-hypertensive,Available
1871,AMLONG 10 3X10'S,62075,3451,3500,7,757,955,0,2016-01-01 00:00:00,1832,2016-07-26 00:00:00,208791,37,Anti-hypertensive,Available
1872,AMLONG 10 3X10'S,62075,2657,3500,7,834,753,0,2016-02-01 00:00:00,702,2016-08-29 00:00:00,208791,37,Anti-hypertensive,Available
1873,AMLONG 10 3X10'S,62075,4415,0,7,776,764,0,2016-04-01 00:00:00,389,2016-09-27 00:00:00,208791,37,Anti-hypertensive,Available
1874,AMLONG 10 3X10'S,62075,4415,0,7,776,764,0,2016-03-01 00:00:00,923,2016-09-27 00:00:00,208791,37,Anti-hypertensive,Available
1875,AMLONG 10 3X10'S,62075,9202,0,7,938,886,0,2016-05-01 00:00:00,942,2016-11-29 00:00:00,208791,37,Anti-hypertensive,Available
1876,AMLONG 10 3X10'S,62075,8348,0,7,818,797,0,2016-06-01 00:00:00,939,2016-12-28 00:00:00,208791,37,Anti-hypertensive,Available
1877,AMLONG 10 3X10'S,62075,3513,0,7,678,700,0,2015-12-01 00:00:00,844,2016-12-29 00:00:00,208791,37,Anti-hypertensive,Available
1878,AMLONG 10 3X10'S,62075,3513,0,7,678,700,0,2015-11-01 00:00:00,527,2016-12-29 00:00:00,208791,37,Anti-hypertensive,Available
1879,AMLONG 10 3X10'S,62075,3513,0,7,678,700,0,2015-10-01 00:00:00,584,2016-12-29 00:00:00,208791,37,Anti-hypertensive,Available
1880,AMLONG 10 3X10'S,62075,3513,0,7,678,700,0,2015-09-01 00:00:00,922,2016-12-29 00:00:00,208791,37,Anti-hypertensive,Available
1881,AMLONG 10 3X10'S,62075,3513,0,7,678,700,0,2015-08-01 00:00:00,1029,2016-12-29 00:00:00,208791,37,Anti-hypertensive,Available
1882,AMLONG 10 3X10'S,62075,3513,0,7,678,700,0,2015-07-01 00:00:00,683,2016-12-29 00:00:00,208791,37,Anti-hypertensive,Available
1883,AMLONG 10 3X10'S,62075,3513,0,7,678,700,0,2015-06-01 00:00:00,455,2016-12-29 00:00:00,208791,37,Anti-hypertensive,Available
1884,AMLONG 10 3X10'S,62075,7905,0,7,636,758,0,2016-07-01 00:00:00,622,2017-01-30 00:00:00,208791,37,Anti-hypertensive,Available
1885,AMLONG 10 3X10'S,62075,6987,0,7,579,758,0,2016-09-01 00:00:00,1413,2017-02-27 00:00:00,208791,37,Anti-hypertensive,Available
1886,AMLONG 10 3X10'S,62075,6987,0,7,579,758,0,2016-08-01 00:00:00,768,2017-02-27 00:00:00,208791,37,Anti-hypertensive,Available
1887,AMLONG 10 3X10'S,62075,5173,0,7,857,746,0,2016-10-01 00:00:00,632,2017-04-25 00:00:00,208791,37,Anti-hypertensive,Available
1888,AMLONG 10 3X10'S,62075,4399,0,7,946,762,0,2016-11-01 00:00:00,408,2017-05-31 00:00:00,208791,37,Anti-hypertensive,Available
1889,AMLONG 10 3X10'S,62075,2501,0,7,876,808,0,2016-12-01 00:00:00,867,2017-06-27 00:00:00,208791,37,Anti-hypertensive,Available
1890,AMLONG 10 3X10'S,62075,1222,0,7,1129,993,0,2017-01-01 00:00:00,461,2017-07-27 00:00:00,208791,37,Anti-hypertensive,Available
1891,AMLONG 10 3X10'S,62075,2460,0,7,1470,1208,0,2017-02-01 00:00:00,890,2017-08-24 00:00:00,208791,37,Anti-hypertensive,Available
1892,AMLONG 10 3X10'S,62075,1433,2560,7,1587,1232,0,2017-03-01 00:00:00,1219,2017-09-25 00:00:00,208791,37,Anti-hypertensive,Available
1893,AMLONG 10 3X10'S,62075,3312,0,7,1099,1114,0,2017-04-01 00:00:00,728,2017-10-30 00:00:00,208791,37,Anti-hypertensive,Available
1894,AMLONG 10 3X10'S,62075,2573,0,7,660,1065,0,2017-05-01 00:00:00,682,2017-11-27 00:00:00,208791,37,Anti-hypertensive,Available
1895,AMLONG 10 3X10'S,62075,2001,0,7,563,917,0,2017-06-01 00:00:00,1978,2017-12-27 00:00:00,208791,37,Anti-hypertensive,Available
